1, 23.314
2, 23.288
3, 23.288
4, 23.418
5, 23.392
6, 23.418
7, 23.392
8, 23.418
9, 23.418
10, 23.418
11, 23.392
12, 23.418
13, 23.418
14, 23.418
15, 23.418
16, 23.418
17, 23.418
18, 23.288
19, 23.418
20, 23.445
21, 23.445
22, 23.418
23, 23.445
24, 23.445
25, 23.445
26, 23.497
27, 23.471
28, 23.471
29, 23.523
30, 23.497
31, 23.471
32, 23.366
33, 23.366
34, 23.523
35, 23.755
36, 24.262
37, 24.412
38, 24.437
39, 24.437
40, 24.437
41, 24.412
42, 24.387
43, 24.387
44, 24.387
45, 24.362
46, 24.387
47, 24.287
48, 24.362
49, 24.362
50, 24.212
51, 24.362
52, 24.362
53, 24.337
54, 24.337
55, 24.337
56, 24.337
57, 24.312
58, 24.312
59, 24.312
60, 24.287
61, 24.287
62, 24.262
63, 24.262
64, 24.262
65, 24.262
66, 24.262
67, 24.237
68, 24.237
69, 24.237
70, 24.187
71, 24.187
72, 24.187
73, 24.162
74, 24.162
75, 24.162
76, 24.137
77, 24.010
78, 24.111
79, 24.137
80, 24.111
81, 24.111
82, 23.934
83, 24.061
84, 24.086
85, 24.061
86, 24.061
87, 24.036
88, 24.036
89, 24.036
90, 24.036
91, 24.010
92, 24.010
93, 23.985
94, 23.985
95, 23.959
96, 23.959
97, 23.959
98, 23.934
99, 23.781
100, 23.934
101, 24.362
102, 25.583
103, 26.769
104, 27.706
105, 28.392
106, 28.927
107, 29.425
108, 29.606
109, 29.425
110, 29.503
111, 29.425
112, 29.373
113, 29.321
114, 28.927
115, 29.007
116, 28.927
117, 28.715
118, 28.768
119, 28.715
120, 28.688
121, 28.661
122, 28.581
123, 28.473
124, 28.419
125, 28.338
126, 28.311
127, 28.229
128, 28.147
129, 28.092
130, 28.010
131, 27.872
132, 27.927
133, 27.872
134, 27.761
135, 27.650
136, 27.622
137, 27.538
138, 27.312
139, 27.284
140, 27.284
141, 27.199
142, 27.170
143, 27.113
144, 27.056
145, 26.970
146, 26.942
147, 26.913
148, 26.855
150, 26.913
151, 26.826
152, 26.623
153, 26.769
154, 26.711
155, 26.653
156, 26.594
157, 26.594
158, 26.565
159, 26.536
160, 26.536
161, 26.507
162, 26.448
163, 26.242
164, 26.389
165, 26.331
166, 26.272
167, 26.094
168, 26.183
169, 26.153
170, 26.124
171, 26.094
172, 26.064
173, 26.005
174, 25.975
175, 25.885
176, 25.855
177, 25.825
178, 25.644
179, 25.765
180, 25.765
181, 25.734
182, 25.704
183, 25.674
184, 25.644
185, 25.614
186, 25.583
187, 25.553
188, 25.492
189, 25.462
190, 25.431
191, 25.370
192, 25.370
193, 25.339
194, 25.278
195, 25.031
196, 25.155
197, 25.093
198, 25.093
199, 25.093
200, 25.062
201, 25.031
202, 25.031
203, 25.000
204, 25.000
205, 25.000
206, 24.976
207, 24.976
208, 24.976
209, 24.976
210, 24.976
211, 24.976
212, 24.976
213, 24.927
214, 24.927
215, 24.903
216, 24.879
217, 24.879
218, 24.879
219, 24.855
220, 24.830
221, 24.806
222, 24.806
223, 24.781
224, 24.757
225, 24.781
226, 24.757
227, 24.659
228, 24.757
229, 24.757
230, 24.733
231, 24.757
232, 24.733
233, 24.708
234, 24.708
235, 24.684
236, 24.684
237, 24.659
238, 24.659
239, 24.659
240, 24.659
241, 24.634
242, 24.610
243, 24.610
244, 24.585
245, 24.561
246, 24.536
247, 24.536
248, 24.462
249, 24.511
250, 24.486
251, 24.462
252, 24.462
253, 24.561
254, 24.462
255, 24.437
256, 24.462
257, 24.437
258, 24.412
259, 24.362
260, 24.412
261, 24.412
262, 24.387
263, 24.387
264, 24.362
265, 24.362
266, 24.362
267, 24.362
268, 24.362
269, 24.362
270, 24.362
271, 24.362
272, 24.362
273, 24.362
274, 24.362
275, 24.362
276, 24.187
277, 24.362
278, 24.337
279, 24.337
280, 24.312
281, 24.312
282, 24.312
283, 24.287
284, 24.287
285, 24.262
286, 24.262
287, 24.262
288, 24.262
289, 24.262
290, 24.262
291, 24.086
292, 24.262
293, 24.262
294, 24.262
295, 24.237
296, 24.262
297, 24.237
298, 24.212
299, 24.262
300, 24.212
301, 24.237
302, 24.237
303, 24.212
304, 24.237
305, 24.212
306, 24.212
307, 24.187
308, 24.061
309, 24.212
310, 24.187
311, 24.187
312, 24.187
313, 24.187
314, 24.187
315, 24.187
316, 24.162
317, 24.212
318, 24.162
319, 24.162
320, 24.162
321, 24.162
322, 24.137
323, 24.010
324, 24.111
325, 24.137
326, 24.111
327, 24.111
328, 24.086
329, 24.086
330, 24.086
331, 24.086
332, 24.086
333, 24.061
334, 24.061
335, 23.934
336, 24.036
337, 24.036
338, 24.036
339, 24.036
340, 23.857
341, 24.036
342, 24.036
343, 23.857
344, 24.010
345, 24.010
346, 23.857
347, 23.985
348, 24.010
349, 23.985
350, 23.985
351, 23.985
352, 23.959
353, 23.985
